smiles,conf_1,conf_2,conf_3,conf_4,conf_5,pdbqt_conf_1,pdbqt_conf_2,pdbqt_conf_3,pdbqt_conf_4,pdbqt_conf_5
NC=1C=CC(=CN1)C(=O)NC=2C=CC(Cl)=CC2OCC(F)(F)F,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_25_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_25_conformer_5.pdbqt
CC1=NC=C(O1)C=2C=CC(=CC2)NS(=O)(=O)C=3C=C(C)C=CC3C,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_26_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_26_conformer_5.pdbqt
CCOC(=O)C1=CC(=CN1C)S(=O)(=O)NC=2C=CC(F)=CC2CS(C)(=O)=O,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_27_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_27_conformer_5.pdbqt
CC1=CNC=2N=CC(=CC12)C(=O)N[C@H]3[C@@H]4CN(C[C@H]34)C(=O)C=5C=CC=6N=C(N)N(C)C6C5,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_28_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_28_conformer_5.pdbqt
CC=1C=CC=C(C1)CC(CO)NC(=O)C2=CNN=C2C=3C=CC=C(Cl)C3,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_29_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_29_conformer_5.pdbqt
COC(=O)C=1C=CC(=CC1C)CN2C=C(CN3C=CC=N3)N=N2,pipeline_output/docking/autodock-vina/conformations/ligand_30_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_30_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_30_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_30_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_30_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_30_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_30_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_30_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_30_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_30_conformer_5.pdbqt
CCC1CC=2C=CC=CC2CN1C(=O)C3CCC4=NN=CN4CC3,pipeline_output/docking/autodock-vina/conformations/ligand_31_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_31_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_31_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_31_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_31_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_31_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_31_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_31_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_31_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_31_conformer_5.pdbqt
O=C(NC=1C=CC(=NC1)N2C=CC=N2)C3CC3C4CCCC4,pipeline_output/docking/autodock-vina/conformations/ligand_32_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_32_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_32_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_32_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_32_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_32_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_32_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_32_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_32_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_32_conformer_5.pdbqt
CC1CCCCN1CCC2CCN(CC2)C=3N=CN=C4NN=CC34,pipeline_output/docking/autodock-vina/conformations/ligand_33_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_33_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_33_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_33_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_33_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_33_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_33_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_33_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_33_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_33_conformer_5.pdbqt
CC(C)(O)CONC(=O)C=1C=C(N=C2ON=C(C=3C=CC=CC3)C12)C4CC4,pipeline_output/docking/autodock-vina/conformations/ligand_34_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_34_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_34_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_34_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_34_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_34_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_34_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_34_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_34_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_34_conformer_5.pdbqt
COC=1C=CC(=CC1)C2=NC(=CO2)CCNC(=O)C3=CN=CC(F)=C3,pipeline_output/docking/autodock-vina/conformations/ligand_35_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_35_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_35_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_35_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_35_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_35_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_35_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_35_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_35_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_35_conformer_5.pdbqt
O=C(C1=CNN=C1C2=CC=C(Cl)S2)N3CCN(CC4CC4)CC3,pipeline_output/docking/autodock-vina/conformations/ligand_36_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_36_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_36_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_36_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_36_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_36_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_36_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_36_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_36_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_36_conformer_5.pdbqt
COC=1C=CN=C(N1)N(C)C(=O)C=2C=CC(=CC2)OC=3C=CC(=CN3)C(F)(F)F,pipeline_output/docking/autodock-vina/conformations/ligand_37_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_37_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_37_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_37_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_37_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_37_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_37_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_37_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_37_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_37_conformer_5.pdbqt
CN1C(=O)C2=CC=CC3=C(C=CC1=C23)S(=O)(=O)N4CC=5C=CC=CC5C=6C=CC=CC6C4,pipeline_output/docking/autodock-vina/conformations/ligand_38_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_38_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_38_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_38_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_38_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_38_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_38_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_38_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_38_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_38_conformer_5.pdbqt
CN(C)C=1C=CC=C2SC(=CC12)C(=O)NC3(CCNC3)C=4C=CC=CC4,pipeline_output/docking/autodock-vina/conformations/ligand_39_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_39_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_39_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_39_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_39_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_39_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_39_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_39_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_39_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_39_conformer_5.pdbqt
O=S1(=O)CCCN1C=2C=CC=C(C2)CNC=3N=CN=C4N=CNC34,pipeline_output/docking/autodock-vina/conformations/ligand_40_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_40_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_40_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_40_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_40_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_40_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_40_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_40_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_40_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_40_conformer_5.pdbqt
CN1N=CC(C(=O)N2CCC(CC2)OC=3C=CC(Cl)=CC3)=C1C(F)F,pipeline_output/docking/autodock-vina/conformations/ligand_41_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_41_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_41_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_41_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_41_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_41_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_41_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_41_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_41_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_41_conformer_5.pdbqt
COC1(CCOC1)C2=NN=C3CN(CCN23)C(=O)OC(C)(C)C,pipeline_output/docking/autodock-vina/conformations/ligand_42_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_42_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_42_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_42_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_42_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_42_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_42_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_42_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_42_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_42_conformer_5.pdbqt
CCC1=NOC(=N1)C=2C=CC(C)=C(C2)NCC=3C=CC(=CC3)C(=O)N4CCCC4,pipeline_output/docking/autodock-vina/conformations/ligand_43_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_43_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_43_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_43_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_43_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_43_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_43_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_43_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_43_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_43_conformer_5.pdbqt
COC(=O)C1CC2=CC=CC=C2CN1C(=O)C3CC43CCOCC4,pipeline_output/docking/autodock-vina/conformations/ligand_44_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_44_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_44_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_44_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_44_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_44_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_44_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_44_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_44_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_44_conformer_5.pdbqt
CN(C)CCC=1C=CC(=CC1)CNC(=O)CC=2C=CC=3SC=CC3C2,pipeline_output/docking/autodock-vina/conformations/ligand_45_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_45_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_45_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_45_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_45_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_45_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_45_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_45_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_45_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_45_conformer_5.pdbqt
O=C(C=1C=CC=2C=C(NC2C1)C=3C=CC=CC3)N4CC(C4)NC5CCOCC5,pipeline_output/docking/autodock-vina/conformations/ligand_46_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_46_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_46_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_46_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_46_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_46_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_46_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_46_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_46_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_46_conformer_5.pdbqt
CN1C(=O)N(C)C=2C=C(C(Br)=CC21)S(=O)(=O)NC=3C=CC=4CCNC4C3,pipeline_output/docking/autodock-vina/conformations/ligand_47_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_47_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_47_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_47_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_47_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_47_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_47_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_47_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_47_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_47_conformer_5.pdbqt
CC(C)C1=NN=C2C=CC(=CN12)NC(=O)N3CCCC=4C=CC=CC4CC3,pipeline_output/docking/autodock-vina/conformations/ligand_48_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_48_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_48_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_48_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_48_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_48_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_48_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_48_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_48_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_48_conformer_5.pdbqt
O=C(CSC=1C=CC=C(Br)C1)N2CCC3=C(C2)N=CN3C=4C=CC(F)=CC4,pipeline_output/docking/autodock-vina/conformations/ligand_49_conformer_1.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_49_conformer_2.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_49_conformer_3.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_49_conformer_4.sdf,pipeline_output/docking/autodock-vina/conformations/ligand_49_conformer_5.sdf,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_49_conformer_1.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_49_conformer_2.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_49_conformer_3.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_49_conformer_4.pdbqt,pipeline_output/docking/autodock-vina/pdbqt_files/ligand_49_conformer_5.pdbqt
