smiles,similar_to_original,dock_1,dock_2,dock_3,dock_4,dock_5
c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_0_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_0_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_0_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_0_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_0_conformer_5_docked.sdf
O=C(C=1C=CC2=C(C1)NC(=O)N2C3CCCC3)N4CCC(C4)OC=5C=CC=C(F)C5,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_1_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_1_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_1_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_1_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_1_conformer_5_docked.sdf
CC1=CC(=NN1C=2C=CC(F)=CC2F)NC(=O)NC3CCN(CC3)C(C)C=4C=CC=CC4,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_2_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_2_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_2_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_2_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_2_conformer_5_docked.sdf
O=C(C=1C=CC(=CC1)N2C=NC=3C=CC=CC32)N4CCCC(O)(CO)C4,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_3_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_3_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_3_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_3_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_3_conformer_5_docked.sdf
C1=CC=C(C=C1)OC=2C=CN=C(N2)NC3CCC4OCCC4C3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_4_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_4_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_4_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_4_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_4_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)CCO)C2=CNC=3N=CN=C(O)C23,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_5_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_5_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_5_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_5_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_5_conformer_5_docked.sdf
O=C1CC(NC=2N=CC=C(N2)OC=3C=CC=CC3)C4CCCCN14,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_6_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_6_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_6_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_6_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_6_conformer_5_docked.sdf
O=C(NCC1CCOCC1)C=2C=NC(=NC2C(F)(F)F)NC=3C=CC=CC3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_7_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_7_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_7_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_7_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_7_conformer_5_docked.sdf
O=C(NC1CC2CNCC2C1)C=3C=CC(=CC3)OCC4CCCCC4,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_8_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_8_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_8_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_8_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_8_conformer_5_docked.sdf
C=1C=CC(=CC1)C2=NOC(=N2)C3CCN(CC4CCCCNC4)CC3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_9_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_9_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_9_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_9_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_9_conformer_5_docked.sdf
CC=1C=CC=C(C1)OC=2C=CC(=NC2)C(=O)NC=3C=CC=C(C3)C4CCC(=O)N4,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_10_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_10_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_10_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_10_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_10_conformer_5_docked.sdf
O=C(NC=1C=CC(=CC1)OC(F)F)C=2C=CC(=CC2)NC=3N=CC=CN3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_11_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_11_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_11_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_11_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_11_conformer_5_docked.sdf
COC=1C=CC=2N=C(NC(=O)N3CCCC(C3)NC=4C=CC=CC4)SC2N1,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_12_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_12_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_12_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_12_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_12_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)OC(F)F)C=2C=CC(=CC2)NC=3N=CC=CN3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_13_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_13_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_13_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_13_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_13_conformer_5_docked.sdf
CC=1C=C(F)C=2N=C(O)C=C(C(=O)N3CCC(C3)NC=4C=CC=CC4)C2C1,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_14_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_14_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_14_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_14_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_14_conformer_5_docked.sdf
COC=1C=CC=C(C1)CCC(=O)NC=2C=CC(=CC2)NC=3N=CC=CN3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_15_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_15_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_15_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_15_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_15_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)OCCF)C=2C=CC(=CC2)NC=3N=CC=CN3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_16_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_16_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_16_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_16_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_16_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)OC(F)F)C=2C=CC=C(C2)NC=3N=CC=CN3,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_17_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_17_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_17_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_17_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_17_conformer_5_docked.sdf
O=C(NC1=NN=C2C=CC=CN12)C=3C=CC=C(C3)NC=4C=CC=CC4,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_18_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_18_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_18_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_18_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_18_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)C2CCC(=O)N2)C=3C=CC(=CN3)OC=4C=CC=CC4,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_19_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_19_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_19_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_19_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_19_conformer_5_docked.sdf
O=C(NC1=NC=2C=CC=CC2N1C3CCCC3)C4=COC(=N4)C5CCOCC5,True,pipeline_output/docking/autodock-vina/docking_structures/ligand_20_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_20_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_20_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_20_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_20_conformer_5_docked.sdf
C[C@@H](NCC1=NC=2SC=3CCCC3C2C(=O)N1)C4=CC(Br)=CS4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_21_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_21_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_21_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_21_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_21_conformer_5_docked.sdf
O=C1NC2(CCC=3C=CC=CC32)C(=O)N1CC=4N=CC(Cl)=CC4Cl,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_22_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_22_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_22_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_22_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_22_conformer_5_docked.sdf
CC(NC(=O)C=1C=CC(=CC1)OC=2C=CC(Cl)=CC2)C3CCNC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_23_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_23_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_23_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_23_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_23_conformer_5_docked.sdf
CC1=NC(=C(C)C(=N1)N2C=CC=N2)N3CCCN(CC3)C=4C=CN=CC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_24_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_24_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_24_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_24_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_24_conformer_5_docked.sdf
NC=1C=CC(=CN1)C(=O)NC=2C=CC(Cl)=CC2OCC(F)(F)F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_25_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_25_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_25_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_25_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_25_conformer_5_docked.sdf
CC1=NC=C(O1)C=2C=CC(=CC2)NS(=O)(=O)C=3C=C(C)C=CC3C,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_26_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_26_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_26_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_26_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_26_conformer_5_docked.sdf
CCOC(=O)C1=CC(=CN1C)S(=O)(=O)NC=2C=CC(F)=CC2CS(C)(=O)=O,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_27_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_27_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_27_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_27_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_27_conformer_5_docked.sdf
CC1=CNC=2N=CC(=CC12)C(=O)N[C@H]3[C@@H]4CN(C[C@H]34)C(=O)C=5C=CC=6N=C(N)N(C)C6C5,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_28_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_28_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_28_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_28_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_28_conformer_5_docked.sdf
CC=1C=CC=C(C1)CC(CO)NC(=O)C2=CNN=C2C=3C=CC=C(Cl)C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_29_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_29_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_29_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_29_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_29_conformer_5_docked.sdf
COC(=O)C=1C=CC(=CC1C)CN2C=C(CN3C=CC=N3)N=N2,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_30_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_30_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_30_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_30_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_30_conformer_5_docked.sdf
CCC1CC=2C=CC=CC2CN1C(=O)C3CCC4=NN=CN4CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_31_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_31_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_31_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_31_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_31_conformer_5_docked.sdf
O=C(NC=1C=CC(=NC1)N2C=CC=N2)C3CC3C4CCCC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_32_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_32_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_32_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_32_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_32_conformer_5_docked.sdf
CC1CCCCN1CCC2CCN(CC2)C=3N=CN=C4NN=CC34,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_33_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_33_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_33_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_33_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_33_conformer_5_docked.sdf
CC(C)(O)CONC(=O)C=1C=C(N=C2ON=C(C=3C=CC=CC3)C12)C4CC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_34_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_34_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_34_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_34_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_34_conformer_5_docked.sdf
COC=1C=CC(=CC1)C2=NC(=CO2)CCNC(=O)C3=CN=CC(F)=C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_35_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_35_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_35_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_35_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_35_conformer_5_docked.sdf
O=C(C1=CNN=C1C2=CC=C(Cl)S2)N3CCN(CC4CC4)CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_36_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_36_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_36_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_36_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_36_conformer_5_docked.sdf
COC=1C=CN=C(N1)N(C)C(=O)C=2C=CC(=CC2)OC=3C=CC(=CN3)C(F)(F)F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_37_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_37_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_37_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_37_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_37_conformer_5_docked.sdf
CN1C(=O)C2=CC=CC3=C(C=CC1=C23)S(=O)(=O)N4CC=5C=CC=CC5C=6C=CC=CC6C4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_38_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_38_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_38_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_38_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_38_conformer_5_docked.sdf
CN(C)C=1C=CC=C2SC(=CC12)C(=O)NC3(CCNC3)C=4C=CC=CC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_39_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_39_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_39_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_39_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_39_conformer_5_docked.sdf
O=S1(=O)CCCN1C=2C=CC=C(C2)CNC=3N=CN=C4N=CNC34,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_40_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_40_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_40_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_40_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_40_conformer_5_docked.sdf
CN1N=CC(C(=O)N2CCC(CC2)OC=3C=CC(Cl)=CC3)=C1C(F)F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_41_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_41_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_41_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_41_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_41_conformer_5_docked.sdf
COC1(CCOC1)C2=NN=C3CN(CCN23)C(=O)OC(C)(C)C,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_42_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_42_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_42_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_42_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_42_conformer_5_docked.sdf
CCC1=NOC(=N1)C=2C=CC(C)=C(C2)NCC=3C=CC(=CC3)C(=O)N4CCCC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_43_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_43_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_43_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_43_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_43_conformer_5_docked.sdf
COC(=O)C1CC2=CC=CC=C2CN1C(=O)C3CC43CCOCC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_44_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_44_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_44_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_44_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_44_conformer_5_docked.sdf
CN(C)CCC=1C=CC(=CC1)CNC(=O)CC=2C=CC=3SC=CC3C2,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_45_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_45_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_45_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_45_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_45_conformer_5_docked.sdf
O=C(C=1C=CC=2C=C(NC2C1)C=3C=CC=CC3)N4CC(C4)NC5CCOCC5,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_46_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_46_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_46_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_46_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_46_conformer_5_docked.sdf
CN1C(=O)N(C)C=2C=C(C(Br)=CC21)S(=O)(=O)NC=3C=CC=4CCNC4C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_47_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_47_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_47_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_47_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_47_conformer_5_docked.sdf
CC(C)C1=NN=C2C=CC(=CN12)NC(=O)N3CCCC=4C=CC=CC4CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_48_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_48_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_48_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_48_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_48_conformer_5_docked.sdf
O=C(CSC=1C=CC=C(Br)C1)N2CCC3=C(C2)N=CN3C=4C=CC(F)=CC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_49_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_49_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_49_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_49_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_49_conformer_5_docked.sdf
