smiles,similar_to_original,dock_1,dock_2,dock_3,dock_4,dock_5
CC=1N=C(C=2C=NN(C=3C=CC=CC3)C2N1)N4CC[C@H](CO)C4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_50_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_50_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_50_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_50_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_50_conformer_5_docked.sdf
"O=C(NC1CC[C@@H]2CC[C@H]12)C3=CNN=C3C=4C=CC=C(F)C4 |&1:6,9,r|",False,pipeline_output/docking/autodock-vina/docking_structures/ligand_51_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_51_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_51_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_51_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_51_conformer_5_docked.sdf
CC1(CN2C=C(N=N2)C(=O)N[C@@H]3C[C@H]3C=4C=CC=C(F)C4)COC1,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_52_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_52_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_52_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_52_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_52_conformer_5_docked.sdf
N#CC=1C=C(N=CN1)N(CC[C@H]2C[C@H](F)C2)CC3=CC=NS3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_53_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_53_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_53_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_53_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_53_conformer_5_docked.sdf
CSC=1C=C(C)C=CC1C(=O)NC=2NN=NC2C(=O)N3CCCC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_54_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_54_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_54_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_54_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_54_conformer_5_docked.sdf
"O=C(N[C@@H]1CCC(=O)N[C@H]1C=2C=CC=CC2)C=3C=CC=NC3F |&1:3,9,r|",False,pipeline_output/docking/autodock-vina/docking_structures/ligand_55_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_55_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_55_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_55_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_55_conformer_5_docked.sdf
O=C(NCC1NCCC1C2CC2)C=3C=CC(=CC3Cl)N4CCCS4(=O)=O,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_56_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_56_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_56_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_56_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_56_conformer_5_docked.sdf
OCCC1CN(CC23CC(C2)(CO3)C=4N=NNN4)C=5C=CC=CC51,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_57_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_57_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_57_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_57_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_57_conformer_5_docked.sdf
O=C(C=1C=CC=2SC=NC2C1)N3CCC4(CCC(O)CC4)CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_58_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_58_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_58_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_58_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_58_conformer_5_docked.sdf
COC=1N=C(C)C=C(N1)N2CCN(CC2)C(=O)C3CCCCC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_59_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_59_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_59_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_59_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_59_conformer_5_docked.sdf
CC1CCC2(CCN(C2)C(=O)C3=CC=C(O3)C=4N=NNN4)CC1,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_60_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_60_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_60_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_60_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_60_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)C=2NN=C3CCOCC23)C4=CN=CC(O)=C4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_61_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_61_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_61_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_61_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_61_conformer_5_docked.sdf
CN1CCC(C)(CNC(=O)NC=2C=CC(=CC2)C3=NC=CO3)C1,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_62_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_62_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_62_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_62_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_62_conformer_5_docked.sdf
COC1=CC(=CC(=C1)S(=O)(=O)NC=2C=C(C=CC2OC)S(=O)(=O)NC(C)(C)C)OC,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_63_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_63_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_63_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_63_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_63_conformer_5_docked.sdf
O=C1CCC(=O)N1C=2C=CC(=CN2)S(=O)(=O)NCC3CCOC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_64_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_64_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_64_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_64_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_64_conformer_5_docked.sdf
C[C@@H](NC1=NC=2C=CC=CC2N3N=NN=C13)C=4C=NC=CN4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_65_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_65_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_65_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_65_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_65_conformer_5_docked.sdf
CCCNC(=O)C1CCN(CC1)C(=O)C=2C=CC=C(Cl)C2,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_66_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_66_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_66_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_66_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_66_conformer_5_docked.sdf
CCN(C1CCCCC1)S(=O)(=O)CCNC(=O)NC=2C=CN(N2)C=3C=CC=C(F)C3C#N,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_67_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_67_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_67_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_67_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_67_conformer_5_docked.sdf
CC(=O)NC=1C=CC(=CC1)CNC(=O)C2CCN(CC2)C3=CN=CC=N3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_68_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_68_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_68_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_68_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_68_conformer_5_docked.sdf
CN1CCC2(CCN(CC2)C(=O)C3=CC=C4C=CC=NN34)C1=O,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_69_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_69_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_69_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_69_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_69_conformer_5_docked.sdf
CC(=O)OCC(=O)N1CCN2N=CC(=C2C1)S(C)(=O)=NC(=O)C3CC3(C)C,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_70_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_70_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_70_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_70_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_70_conformer_5_docked.sdf
CC=1C=CC=CC1C(=O)NC2=NC(=CS2)C=3C=CC=CC3OC(F)F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_71_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_71_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_71_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_71_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_71_conformer_5_docked.sdf
COC=1C=CC(=CC1)[C@H](NC(=O)C=2C=CC=CC2SCC(=O)N3CCCC3)C(F)F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_72_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_72_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_72_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_72_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_72_conformer_5_docked.sdf
CN1N=C(C=C1C(=O)N2CCC(C#N)(C2)C(N)=O)C=3C=CC(F)=CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_73_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_73_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_73_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_73_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_73_conformer_5_docked.sdf
CC1CC(=NO1)C2CN(C2)C(=O)NC=3C=C(C=4C=CC(F)=CC4)N(C)N3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_74_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_74_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_74_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_74_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_74_conformer_5_docked.sdf
O=C1NC(CN2CCC(CC2)C3=NC=4C=CC=CC4N3)=NC=5C6=CC=CC=C6OC15,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_75_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_75_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_75_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_75_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_75_conformer_5_docked.sdf
CCC(C)(O)CC1=CN(CC2=CC(=NC=C2F)C(F)(F)F)N=N1,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_76_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_76_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_76_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_76_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_76_conformer_5_docked.sdf
O=C(NC(C=1C=CC=NC1)C2CC2)C=3C=C(NN3)C=4C=CC=CC4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_77_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_77_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_77_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_77_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_77_conformer_5_docked.sdf
CCN(CC1=CN(CC2=NC=CS2)N=N1)C=3C=CC=C(C3)CO,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_78_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_78_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_78_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_78_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_78_conformer_5_docked.sdf
CC(C(=O)NC1(CC=2C=CC=CC2)CCC1)N3C=CC(=N3)C(F)(F)F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_79_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_79_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_79_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_79_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_79_conformer_5_docked.sdf
CN1CCC=2C=CC(=CC2C1=O)NC(=O)CN3CCCNC3=O,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_80_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_80_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_80_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_80_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_80_conformer_5_docked.sdf
O=C(NC=1C=CC=C(C1)C(=O)NC=2C=CC(Cl)=CN2)NC(CO)C=3C=CC(F)=C(Cl)C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_81_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_81_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_81_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_81_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_81_conformer_5_docked.sdf
CC=1C=CC(=CC1)SCC(=O)N2CCC3(CC2)CC(O)CCO3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_82_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_82_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_82_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_82_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_82_conformer_5_docked.sdf
CC1CN(CCN(C1)C2CCC2)C(=O)C3=CC=4OC(Br)=CC4N3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_83_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_83_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_83_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_83_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_83_conformer_5_docked.sdf
CN(C)C(=O)C(NC(=O)CC1=CSC(=N1)N2CCCNC2=O)C=3C=CC=CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_84_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_84_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_84_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_84_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_84_conformer_5_docked.sdf
CCCN1N=C(NCC2=NC(CC3CC3)=NO2)C=4C=CC=CC41,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_85_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_85_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_85_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_85_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_85_conformer_5_docked.sdf
O=C(NC1CCOCC1)C=2C=NC=C(C2)C3=CC=C4OCCC4=C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_86_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_86_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_86_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_86_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_86_conformer_5_docked.sdf
C=1C=CC=2N=C(C=CC2C1)C3=NN=C(NC4CCOC=5C=CC=CC54)O3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_87_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_87_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_87_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_87_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_87_conformer_5_docked.sdf
CC=1C=CC(=CC1)CC(C)(C)NC(=O)C=2C=C(ON2)C=3C=CN(C)N3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_88_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_88_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_88_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_88_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_88_conformer_5_docked.sdf
O=C(CC1CC2CCC(C1)N2)NC=3C=CC(OCC4=CC=CN=C4)=C(Cl)C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_89_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_89_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_89_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_89_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_89_conformer_5_docked.sdf
CN(C)CC(C=1C=CC=CC1)N(C)S(=O)(=O)C2=CSC=3C=CC=CC23,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_90_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_90_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_90_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_90_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_90_conformer_5_docked.sdf
O=C(NCCC1=CSC(=N1)C=2C=CC=CC2)C3=CC=C(F)C(F)=C3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_91_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_91_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_91_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_91_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_91_conformer_5_docked.sdf
O=C(N1CC(CF)C1)C2(O)CC(=O)NC=3C=CC(Br)=CC32,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_92_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_92_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_92_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_92_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_92_conformer_5_docked.sdf
"CN1CC[C@@H]2[C@H]1CCCN2C(=O)C3CCN(C3)C4=CC=C(C=C4F)C=5N=NNN5 |&1:4,5,r|",False,pipeline_output/docking/autodock-vina/docking_structures/ligand_93_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_93_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_93_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_93_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_93_conformer_5_docked.sdf
CN1CCCC(C1)N2CCN(CC2)C(=O)CC3=CSC(=N3)C4=CC=CS4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_94_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_94_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_94_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_94_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_94_conformer_5_docked.sdf
N#CC=1C=CSC1S(=O)(=O)NC=2C=CC=C3CC(=O)NC23,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_95_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_95_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_95_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_95_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_95_conformer_5_docked.sdf
CC1(CC(=O)NCC=2C=CC(=CC2)N3C=NC=N3)OCCO1,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_96_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_96_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_96_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_96_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_96_conformer_5_docked.sdf
O=C1C=CC(=CN1CC2=NC=NN2C=3C=CC=CC3)C4=NN=CO4,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_97_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_97_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_97_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_97_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_97_conformer_5_docked.sdf
CC1OCCC1(C)NC(=O)C2CCN(CC2)C=3C=CC(C#N)=CC3F,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_98_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_98_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_98_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_98_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_98_conformer_5_docked.sdf
CC1=CC(=NN1C(C)(C)C)C(=O)N(C)C=2C=CC=C(C)C2C,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_99_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_99_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_99_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_99_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_99_conformer_5_docked.sdf
CC1(C)NC(=O)CC1C(=O)N2CCCC2(C)C=3C=CC=CC3,False,pipeline_output/docking/autodock-vina/docking_structures/ligand_100_conformer_1_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_100_conformer_2_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_100_conformer_3_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_100_conformer_4_docked.sdf,pipeline_output/docking/autodock-vina/docking_structures/ligand_100_conformer_5_docked.sdf
