smiles,pharmacophore_sim,maccs_sim,morgan_sim,lipinski_sim,similar_to_original
c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,0.0,0.0,0.0,0.0,True
O=C(C=1C=CC2=C(C1)NC(=O)N2C3CCCC3)N4CCC(C4)OC=5C=CC=C(F)C5,0.0,0.4492753623188406,0.8539325842696629,1.0,True
CC1=CC(=NN1C=2C=CC(F)=CC2F)NC(=O)NC3CCN(CC3)C(C)C=4C=CC=CC4,0.0,0.527027027027027,0.8804347826086957,1.0,True
O=C(C=1C=CC(=CC1)N2C=NC=3C=CC=CC32)N4CCCC(O)(CO)C4,0.0,0.42028985507246375,0.8809523809523809,1.0,True
C1=CC=C(C=C1)OC=2C=CN=C(N2)NC3CCC4OCCC4C3,0.3571428571428571,0.2222222222222222,0.8,1.0,True
O=C(NC=1C=CC=C(C1)CCO)C2=CNC=3N=CN=C(O)C23,0.4,0.2727272727272727,0.8481012658227848,1.0,True
O=C1CC(NC=2N=CC=C(N2)OC=3C=CC=CC3)C4CCCCN14,0.3571428571428571,0.27586206896551724,0.7763157894736842,1.0,True
O=C(NCC1CCOCC1)C=2C=NC(=NC2C(F)(F)F)NC=3C=CC=CC3,0.33333333333333337,0.4193548387096774,0.72,1.0,True
O=C(NC1CC2CNCC2C1)C=3C=CC(=CC3)OCC4CCCCC4,0.47058823529411764,0.4035087719298246,0.7246376811594203,1.0,True
C=1C=CC(=CC1)C2=NOC(=N2)C3CCN(CC4CCCCNC4)CC3,0.47058823529411764,0.4769230769230769,0.726027397260274,1.0,True
CC=1C=CC=C(C1)OC=2C=CC(=NC2)C(=O)NC=3C=CC=C(C3)C4CCC(=O)N4,0.19999999999999996,0.43103448275862066,0.8255813953488372,0.0,True
O=C(NC=1C=CC(=CC1)OC(F)F)C=2C=CC(=CC2)NC=3N=CC=CN3,0.1428571428571429,0.41509433962264153,0.8169014084507042,0.0,True
COC=1C=CC=2N=C(NC(=O)N3CCCC(C3)NC=4C=CC=CC4)SC2N1,0.2142857142857143,0.36363636363636365,0.8117647058823529,0.0,True
O=C(NC=1C=CC=C(C1)OC(F)F)C=2C=CC(=CC2)NC=3N=CC=CN3,0.1428571428571429,0.39622641509433965,0.8082191780821918,0.0,True
CC=1C=C(F)C=2N=C(O)C=C(C(=O)N3CCC(C3)NC=4C=CC=CC4)C2C1,0.1875,0.4307692307692308,0.8333333333333334,0.0,True
COC=1C=CC=C(C1)CCC(=O)NC=2C=CC(=CC2)NC=3N=CC=CN3,0.25,0.3928571428571429,0.8133333333333334,0.0,True
O=C(NC=1C=CC=C(C1)OCCF)C=2C=CC(=CC2)NC=3N=CC=CN3,0.19999999999999996,0.31481481481481477,0.7972972972972973,0.0,True
O=C(NC=1C=CC=C(C1)OC(F)F)C=2C=CC=C(C2)NC=3N=CC=CN3,0.1428571428571429,0.39622641509433965,0.8243243243243243,0.0,True
O=C(NC1=NN=C2C=CC=CN12)C=3C=CC=C(C3)NC=4C=CC=CC4,0.2666666666666667,0.38888888888888884,0.821917808219178,0.0,True
O=C(NC=1C=CC=C(C1)C2CCC(=O)N2)C=3C=CC(=CN3)OC=4C=CC=CC4,0.1428571428571429,0.42105263157894735,0.7875,0.0,True
O=C(NC1=NC=2C=CC=CC2N1C3CCCC3)C4=COC(=N4)C5CCOCC5,0.2142857142857143,0.38095238095238093,0.8313253012048193,0.0,True
C[C@@H](NCC1=NC=2SC=3CCCC3C2C(=O)N1)C4=CC(Br)=CS4,0.368421052631579,0.421875,0.898876404494382,1.0,False
O=C1NC2(CCC=3C=CC=CC32)C(=O)N1CC=4N=CC(Cl)=CC4Cl,0.47058823529411764,0.47058823529411764,0.8780487804878049,1.0,False
CC(NC(=O)C=1C=CC(=CC1)OC=2C=CC(Cl)=CC2)C3CCNC3,0.375,0.5384615384615384,0.8860759493670887,1.0,False
CC1=NC(=C(C)C(=N1)N2C=CC=N2)N3CCCN(CC3)C=4C=CN=CC4,0.4285714285714286,0.5846153846153845,0.868421052631579,1.0,False
NC=1C=CC(=CN1)C(=O)NC=2C=CC(Cl)=CC2OCC(F)(F)F,0.4,0.38983050847457623,0.8902439024390244,1.0,False
CC1=NC=C(O1)C=2C=CC(=CC2)NS(=O)(=O)C=3C=C(C)C=CC3C,0.4117647058823529,0.6923076923076923,0.9113924050632911,0.0,False
CCOC(=O)C1=CC(=CN1C)S(=O)(=O)NC=2C=CC(F)=CC2CS(C)(=O)=O,0.5263157894736843,0.7065217391304348,0.9333333333333333,1.0,False
CC1=CNC=2N=CC(=CC12)C(=O)N[C@H]3[C@@H]4CN(C[C@H]34)C(=O)C=5C=CC=6N=C(N)N(C)C6C5,0.40909090909090906,0.4307692307692308,0.8842105263157894,1.0,False
CC=1C=CC=C(C1)CC(CO)NC(=O)C2=CNN=C2C=3C=CC=C(Cl)C3,0.4,0.5942028985507246,0.8863636363636364,1.0,False
COC(=O)C=1C=CC(=CC1C)CN2C=C(CN3C=CC=N3)N=N2,0.47058823529411764,0.6567164179104478,0.9069767441860466,1.0,False
CCC1CC=2C=CC=CC2CN1C(=O)C3CCC4=NN=CN4CC3,0.5294117647058824,0.5076923076923077,0.8823529411764706,1.0,False
O=C(NC=1C=CC(=NC1)N2C=CC=N2)C3CC3C4CCCC4,0.4375,0.4655172413793104,0.8354430379746836,1.0,False
CC1CCCCN1CCC2CCN(CC2)C=3N=CN=C4NN=CC34,0.4117647058823529,0.523076923076923,0.8051948051948052,1.0,False
CC(C)(O)CONC(=O)C=1C=C(N=C2ON=C(C=3C=CC=CC3)C12)C4CC4,0.33333333333333337,0.5540540540540541,0.8235294117647058,1.0,False
COC=1C=CC(=CC1)C2=NC(=CO2)CCNC(=O)C3=CN=CC(F)=C3,0.4117647058823529,0.47619047619047616,0.9101123595505618,1.0,False
O=C(C1=CNN=C1C2=CC=C(Cl)S2)N3CCN(CC4CC4)CC3,0.38888888888888884,0.5915492957746479,0.8518518518518519,1.0,False
COC=1C=CN=C(N1)N(C)C(=O)C=2C=CC(=CC2)OC=3C=CC(=CN3)C(F)(F)F,0.47058823529411764,0.5081967213114754,0.9195402298850575,1.0,False
CN1C(=O)C2=CC=CC3=C(C=CC1=C23)S(=O)(=O)N4CC=5C=CC=CC5C=6C=CC=CC6C4,0.625,0.691358024691358,0.8974358974358975,1.0,False
CN(C)C=1C=CC=C2SC(=CC12)C(=O)NC3(CCNC3)C=4C=CC=CC4,0.4444444444444444,0.5571428571428572,0.8953488372093024,1.0,False
O=S1(=O)CCCN1C=2C=CC=C(C2)CNC=3N=CN=C4N=CNC34,0.1333333333333333,0.5194805194805194,0.7721518987341772,1.0,False
CN1N=CC(C(=O)N2CCC(CC2)OC=3C=CC(Cl)=CC3)=C1C(F)F,0.4666666666666667,0.5492957746478873,0.9058823529411765,1.0,False
COC1(CCOC1)C2=NN=C3CN(CCN23)C(=O)OC(C)(C)C,0.5625,0.55,0.9550561797752809,1.0,False
CCC1=NOC(=N1)C=2C=CC(C)=C(C2)NCC=3C=CC(=CC3)C(=O)N4CCCC4,0.38888888888888884,0.5428571428571429,0.8888888888888888,0.0,False
COC(=O)C1CC2=CC=CC=C2CN1C(=O)C3CC43CCOCC4,0.47058823529411764,0.6338028169014085,0.8888888888888888,1.0,False
CN(C)CCC=1C=CC(=CC1)CNC(=O)CC=2C=CC=3SC=CC3C2,0.5238095238095238,0.6417910447761195,0.926829268292683,1.0,False
O=C(C=1C=CC=2C=C(NC2C1)C=3C=CC=CC3)N4CC(C4)NC5CCOCC5,0.25,0.453125,0.8554216867469879,1.0,False
CN1C(=O)N(C)C=2C=C(C(Br)=CC21)S(=O)(=O)NC=3C=CC=4CCNC4C3,0.25,0.6111111111111112,0.9176470588235294,1.0,False
CC(C)C1=NN=C2C=CC(=CN12)NC(=O)N3CCCC=4C=CC=CC4CC3,0.3125,0.46153846153846156,0.8809523809523809,1.0,False
O=C(CSC=1C=CC=C(Br)C1)N2CCC3=C(C2)N=CN3C=4C=CC(F)=CC4,0.3125,0.5147058823529411,0.9120879120879121,1.0,False
CC=1N=C(C=2C=NN(C=3C=CC=CC3)C2N1)N4CC[C@H](CO)C4,0.33333333333333337,0.4444444444444444,0.8354430379746836,1.0,False
"O=C(NC1CC[C@@H]2CC[C@H]12)C3=CNN=C3C=4C=CC=C(F)C4 |&1:6,9,r|",0.3529411764705882,0.5538461538461539,0.8641975308641976,1.0,False
CC1(CN2C=C(N=N2)C(=O)N[C@@H]3C[C@H]3C=4C=CC=C(F)C4)COC1,0.47058823529411764,0.6103896103896104,0.9010989010989011,1.0,False
N#CC=1C=C(N=CN1)N(CC[C@H]2C[C@H](F)C2)CC3=CC=NS3,0.5625,0.6029411764705883,0.8690476190476191,1.0,False
CSC=1C=C(C)C=CC1C(=O)NC=2NN=NC2C(=O)N3CCCC3,0.3529411764705882,0.5675675675675675,0.9058823529411765,1.0,False
"O=C(N[C@@H]1CCC(=O)N[C@H]1C=2C=CC=CC2)C=3C=CC=NC3F |&1:3,9,r|",0.33333333333333337,0.532258064516129,0.8333333333333334,1.0,False
O=C(NCC1NCCC1C2CC2)C=3C=CC(=CC3Cl)N4CCCS4(=O)=O,0.4117647058823529,0.6436781609195402,0.8888888888888888,1.0,False
OCCC1CN(CC23CC(C2)(CO3)C=4N=NNN4)C=5C=CC=CC51,0.42105263157894735,0.5138888888888888,0.8735632183908046,1.0,False
O=C(C=1C=CC=2SC=NC2C1)N3CCC4(CCC(O)CC4)CC3,0.4375,0.5588235294117647,0.8875,1.0,False
COC=1N=C(C)C=C(N1)N2CCN(CC2)C(=O)C3CCCCC3,0.4285714285714286,0.4354838709677419,0.8552631578947368,1.0,False
CC1CCC2(CCN(C2)C(=O)C3=CC=C(O3)C=4N=NNN4)CC1,0.3125,0.5694444444444444,0.9080459770114943,1.0,False
O=C(NC=1C=CC=C(C1)C=2NN=C3CCOCC23)C4=CN=CC(O)=C4,0.33333333333333337,0.375,0.875,1.0,False
CN1CCC(C)(CNC(=O)NC=2C=CC(=CC2)C3=NC=CO3)C1,0.33333333333333337,0.5352112676056338,0.8941176470588236,1.0,False
COC1=CC(=CC(=C1)S(=O)(=O)NC=2C=C(C=CC2OC)S(=O)(=O)NC(C)(C)C)OC,0.42105263157894735,0.7283950617283951,0.9367088607594937,1.0,False
O=C1CCC(=O)N1C=2C=CC(=CN2)S(=O)(=O)NCC3CCOC3,0.5882352941176471,0.5697674418604651,0.8461538461538461,1.0,False
C[C@@H](NC1=NC=2C=CC=CC2N3N=NN=C13)C=4C=NC=CN4,0.47058823529411764,0.5454545454545454,0.8765432098765432,1.0,False
CCCNC(=O)C1CCN(CC1)C(=O)C=2C=CC=C(Cl)C2,0.5882352941176471,0.6617647058823529,0.8717948717948718,1.0,False
CCN(C1CCCCC1)S(=O)(=O)CCNC(=O)NC=2C=CN(N2)C=3C=CC=C(F)C3C#N,0.375,0.6153846153846154,0.8541666666666666,1.0,False
CC(=O)NC=1C=CC(=CC1)CNC(=O)C2CCN(CC2)C3=CN=CC=N3,0.33333333333333337,0.4838709677419355,0.8518518518518519,1.0,False
CN1CCC2(CCN(CC2)C(=O)C3=CC=C4C=CC=NN34)C1=O,0.4285714285714286,0.5217391304347826,0.9135802469135803,1.0,False
CC(=O)OCC(=O)N1CCN2N=CC(=C2C1)S(C)(=O)=NC(=O)C3CC3(C)C,0.5555555555555556,0.6526315789473685,0.9130434782608696,1.0,False
CC=1C=CC=CC1C(=O)NC2=NC(=CS2)C=3C=CC=CC3OC(F)F,0.375,0.5081967213114754,0.891566265060241,1.0,False
COC=1C=CC(=CC1)[C@H](NC(=O)C=2C=CC=CC2SCC(=O)N3CCCC3)C(F)F,0.4117647058823529,0.5972222222222222,0.8863636363636364,1.0,False
CN1N=C(C=C1C(=O)N2CCC(C#N)(C2)C(N)=O)C=3C=CC(F)=CC3,0.33333333333333337,0.6266666666666667,0.945054945054945,1.0,False
CC1CC(=NO1)C2CN(C2)C(=O)NC=3C=C(C=4C=CC(F)=CC4)N(C)N3,0.33333333333333337,0.6547619047619048,0.9111111111111111,1.0,False
O=C1NC(CN2CCC(CC2)C3=NC=4C=CC=CC4N3)=NC=5C6=CC=CC=C6OC15,0.35,0.3650793650793651,0.8604651162790697,0.0,False
CCC(C)(O)CC1=CN(CC2=CC(=NC=C2F)C(F)(F)F)N=N1,0.5294117647058824,0.6621621621621622,0.9418604651162791,1.0,False
O=C(NC(C=1C=CC=NC1)C2CC2)C=3C=C(NN3)C=4C=CC=CC4,0.25,0.5,0.8375,1.0,False
CCN(CC1=CN(CC2=NC=CS2)N=N1)C=3C=CC=C(C3)CO,0.2857142857142857,0.6376811594202898,0.9222222222222223,1.0,False
CC(C(=O)NC1(CC=2C=CC=CC2)CCC1)N3C=CC(=N3)C(F)(F)F,0.5333333333333333,0.515625,0.8674698795180723,1.0,False
CN1CCC=2C=CC(=CC2C1=O)NC(=O)CN3CCCNC3=O,0.4375,0.48571428571428577,0.8928571428571429,1.0,False
O=C(NC=1C=CC=C(C1)C(=O)NC=2C=CC(Cl)=CN2)NC(CO)C=3C=CC(F)=C(Cl)C3,0.3157894736842105,0.523076923076923,0.8901098901098901,1.0,False
CC=1C=CC(=CC1)SCC(=O)N2CCC3(CC2)CC(O)CCO3,0.5,0.6111111111111112,0.9166666666666666,1.0,False
CC1CN(CCN(C1)C2CCC2)C(=O)C3=CC=4OC(Br)=CC4N3,0.4285714285714286,0.5507246376811594,0.9058823529411765,1.0,False
CN(C)C(=O)C(NC(=O)CC1=CSC(=N1)N2CCCNC2=O)C=3C=CC=CC3,0.2666666666666667,0.4864864864864865,0.8539325842696629,1.0,False
CCCN1N=C(NCC2=NC(CC3CC3)=NO2)C=4C=CC=CC41,0.4117647058823529,0.4545454545454546,0.8271604938271605,1.0,False
O=C(NC1CCOCC1)C=2C=NC=C(C2)C3=CC=C4OCCC4=C3,0.47058823529411764,0.43333333333333335,0.891566265060241,1.0,False
C=1C=CC=2N=C(C=CC2C1)C3=NN=C(NC4CCOC=5C=CC=CC54)O3,0.3125,0.3833333333333333,0.8441558441558441,0.0,False
CC=1C=CC(=CC1)CC(C)(C)NC(=O)C=2C=C(ON2)C=3C=CN(C)N3,0.4375,0.6666666666666667,0.9176470588235294,1.0,False
O=C(CC1CC2CCC(C1)N2)NC=3C=CC(OCC4=CC=CN=C4)=C(Cl)C3,0.4117647058823529,0.360655737704918,0.8117647058823529,0.0,False
CN(C)CC(C=1C=CC=CC1)N(C)S(=O)(=O)C2=CSC=3C=CC=CC23,0.4444444444444444,0.7530864197530864,0.8947368421052632,1.0,False
O=C(NCCC1=CSC(=N1)C=2C=CC=CC2)C3=CC=C(F)C(F)=C3,0.3125,0.6031746031746033,0.8607594936708861,1.0,False
O=C(N1CC(CF)C1)C2(O)CC(=O)NC=3C=CC(Br)=CC32,0.375,0.6052631578947368,0.9024390243902439,1.0,False
"CN1CC[C@@H]2[C@H]1CCCN2C(=O)C3CCN(C3)C4=CC=C(C=C4F)C=5N=NNN5 |&1:4,5,r|",0.33333333333333337,0.527027027027027,0.9052631578947369,1.0,False
CN1CCCC(C1)N2CCN(CC2)C(=O)CC3=CSC(=N3)C4=CC=CS4,0.375,0.5522388059701493,0.8333333333333334,1.0,False
N#CC=1C=CSC1S(=O)(=O)NC=2C=CC=C3CC(=O)NC23,0.375,0.65,0.9024390243902439,1.0,False
CC1(CC(=O)NCC=2C=CC(=CC2)N3C=NC=N3)OCCO1,0.4375,0.547945205479452,0.9156626506024097,1.0,False
O=C1C=CC(=CN1CC2=NC=NN2C=3C=CC=CC3)C4=NN=CO4,0.4375,0.47619047619047616,0.891566265060241,1.0,False
CC1OCCC1(C)NC(=O)C2CCN(CC2)C=3C=CC(C#N)=CC3F,0.5333333333333333,0.5974025974025974,0.9120879120879121,1.0,False
CC1=CC(=NN1C(C)(C)C)C(=O)N(C)C=2C=CC=C(C)C2C,0.5333333333333333,0.625,0.9375,1.0,False
CC1(C)NC(=O)CC1C(=O)N2CCCC2(C)C=3C=CC=CC3,0.5333333333333333,0.6285714285714286,0.8701298701298701,1.0,False
